Simbolo,Descrizione,Prezzo,Prezzo - Valuta,Settore,Capitalizzazione di mercato,Capitalizzazione di mercato - Valuta,Borsa del mercato
HDSN,"Hudson Technologies, Inc.",7.38,USD,Servizi di distribuzione,317363512.00000006,USD,
ALCO,"Alico, Inc.",41.25,USD,Industrie di trasformazione,315836638,USD,
JRVR,"James River Group Holdings, Inc.",6.87,USD,Finanza,315785311,USD,
GCO,Genesco Inc.,29.25,USD,Vendita al dettaglio,315687530,USD,
FSBW,"FS Bancorp, Inc.",41.89,USD,Finanza,314948356,USD,
RZLT,"Rezolute, Inc.",3.29,USD,Tecnologia sanitaria,314845380.99999994,USD,
MBI,MBIA Inc.,6.21,USD,Finanza,313565417.00000006,USD,
VMD,"Viemed Healthcare, Inc.",8.24,USD,Servizi sanitari,313267538,USD,
AKBA,"Akebia Therapeutics, Inc.",1.18,USD,Tecnologia sanitaria,313131863.00000006,USD,
EWCZ,"European Wax Center, Inc. Class A",5.72,USD,Servizi al consumatore,312800413.99999994,USD,
MTRX,Matrix Service Company,11.09,USD,Servizi industriali,311944011,USD,
EVH,Evolent Health Inc Class A,2.79,USD,Servizi commerciali,311366397,USD,
MEI,"Methode Electronics, Inc.",8.76,USD,Tecnologia elettronica,310176268,USD,
NRC,National Research Corporation,13.67,USD,Servizi sanitari,309726947.99999994,USD,
GETY,"Getty Images Holdings, Inc. Class A",0.7403,USD,Servizi tecnologici,307861305.00000006,USD,
TSBK,"Timberland Bancorp, Inc.",39.03,USD,Finanza,307725233,USD,
PNRG,PrimeEnergy Resources Corporation,188.04,USD,Minerali energetici,307445387,USD,
TG,Tredegar Corporation,8.8,USD,Minerali non energetici,307214081.00000006,USD,
WEYS,"Weyco Group, Inc.",32.06,USD,Beni di consumo non durevoli,306121316.99999994,USD,
NL,"NL Industries, Inc.",6.25,USD,Filiera di fabbricazione,305392097.99999994,USD,
PUBM,"PubMatic, Inc. Class A",6.57,USD,Servizi tecnologici,304943678.99999994,USD,
TBRG,"TruBridge, Inc.",20.28,USD,Servizi sanitari,304382256,USD,
TLS,Telos Corporation,4.12,USD,Servizi tecnologici,303867814,USD,
CZFS,"Citizens Financial Services, Inc.",62.97,USD,Finanza,302657561,USD,
PINE,"Alpine Income Property Trust, Inc.",20.03,USD,Finanza,302224156,USD,
FENC,Fennec Pharmaceuticals Inc.,8.74,USD,Tecnologia sanitaria,298383372.4109817,USD,
ASPN,Aspen Aerogels Inc,3.61,USD,Industrie di trasformazione,298355948,USD,
BLFY,Blue Foundry Bancorp,14.37,USD,Finanza,298338797,USD,
ALDX,"Aldeyra Therapeutics, Inc.",4.95,USD,Tecnologia sanitaria,297805716,USD,
USAU,U.S. Gold Corp.,17.8,USD,Minerali non energetici,292901159,USD,
AIRO,"Airo Group Holdings, Inc.",9.31,USD,Tecnologia elettronica,291438716,USD,
CIA,"Citizens, Inc. Class A",5.79,USD,Finanza,291218750,USD,
FNKO,"Funko, Inc. Class A",5.24,USD,Beni di consumo durevoli,290248807,USD,
CIX,CompX International Inc. Class A,23.5,USD,Filiera di fabbricazione,289591821,USD,
PDYN,Palladyne AI Corp.,6.87,USD,Filiera di fabbricazione,288797007,USD,
FVCB,"FVCBankcorp, Inc.",15.86,USD,Finanza,286666541,USD,
SGHT,"Sight Sciences, Inc.",5.4,USD,Tecnologia sanitaria,285507351.00000006,USD,
RC,Ready Capital Corporation,1.76,USD,Finanza,285342254,USD,
FLXS,"Flexsteel Industries, Inc.",53.33,USD,Beni di consumo durevoli,285076033,USD,
ABEO,"Abeona Therapeutics, Inc.",5.26,USD,Tecnologia sanitaria,285046568,USD,
JMSB,"John Marshall Bancorp, Inc.",20.06,USD,Finanza,284949823,USD,
MBCN,Middlefield Banc Corp.,35.18,USD,Finanza,284608556.00000006,USD,
BNED,"Barnes & Noble Education, Inc.",8.28,USD,Vendita al dettaglio,283959038.00000006,USD,
WNEB,"Western New England Bancorp, Inc.",13.85,USD,Finanza,283813740,USD,
OVLY,Oak Valley Bancorp,33.81,USD,Finanza,283605755.99999994,USD,
EOLS,"Evolus, Inc.",4.37,USD,Tecnologia sanitaria,283262458,USD,
BYRN,Byrna Technologies Inc.,12.49,USD,Tecnologia elettronica,283164328,USD,
DERM,Journey Medical Corp.,8.5,USD,Tecnologia sanitaria,282680998,USD,
ACRE,Ares Commercial Real Estate Corporation,5.1,USD,Finanza,282375122,USD,
CCRN,"Cross Country Healthcare, Inc.",8.61,USD,Servizi commerciali,282063180,USD,
CHMG,Chemung Financial Corporation,58.76,USD,Finanza,281715951,USD,
CADL,"Candel Therapeutics, Inc.",5.105,USD,Tecnologia sanitaria,280255843.00000006,USD,
ARL,"American Realty Investors, Inc.",17.3,USD,Finanza,279430321,USD,
SPOK,"Spok Holdings, Inc.",13.56,USD,Comunicazione,279311185,USD,
BRT,BRT Apartments Corp,14.66,USD,Finanza,278838992,USD,
ALMU,"Aeluma, Inc.",15.38,USD,Servizi commerciali,277598342,USD,
NODK,"NI Holdings, Inc.",13.45,USD,Finanza,277147271,USD,
SKYX,SKYX Platforms Corp.,2.1,USD,Filiera di fabbricazione,276181710,USD,
CD,Chaince Digital Holdings Inc.,3.95,USD,Servizi tecnologici,276005440.00000006,USD,
SI,"Shoulder Innovations, Inc.",13.27,USD,Tecnologia sanitaria,273384338.00000006,USD,
NGNE,Neurogene Inc.,17.64,USD,Tecnologia sanitaria,273240054,USD,
TLSI,"TriSalus Life Sciences, Inc.",5.45,USD,Tecnologia sanitaria,272305499,USD,
MPX,Marine Products Corporation,7.89,USD,Beni di consumo durevoli,271131190,USD,
EVC,Entravision Communications Corporation Class A,2.96,USD,Servizi al consumatore,269289835.99999994,USD,
INV,"Innventure, Inc.",3.4,USD,Varie,269194733,USD,
DDD,3D Systems Corporation,2.09,USD,Servizi tecnologici,269062455,USD,
QTRX,Quanterix Corporation,5.76,USD,Tecnologia sanitaria,269054198,USD,
BKKT,"Bakkt, Inc. Class A",10.44,USD,Servizi commerciali,268952253,USD,
AFRI,Forafric Global PLC,9.99,USD,Industrie di trasformazione,268746900,USD,
AARD,"Aardvark Therapeutics, Inc.",12.32,USD,Tecnologia sanitaria,268246699,USD,
LFCR,"Lifecore Biomedical, Inc.",7.13,USD,Tecnologia sanitaria,267135084,USD,
HBB,Hamilton Beach Brands Holding Co. Class A,19.64,USD,Beni di consumo durevoli,264015248,USD,
JILL,"J.Jill, Inc.",17.44,USD,Vendita al dettaglio,263611758,USD,
NREF,"NexPoint Real Estate Finance, Inc.",14.86,USD,Finanza,263346365,USD,
FBLA,"FB Bancorp, Inc.",13.27,USD,Finanza,263243629,USD,
FDBC,"Fidelity D & D Bancorp, Inc.",45.45,USD,Finanza,262123167.00000003,USD,
MITT,"TPG Mortgage Investment Trust, Inc.",8.24,USD,Finanza,261574258,USD,
ESOA,Energy Services of America Corporation,14.21,USD,Servizi industriali,261450334.99999997,USD,
SEG,Seaport Entertainment Group Inc.,20.52,USD,Servizi al consumatore,261323666,USD,
MVIS,"MicroVision, Inc.",0.854,USD,Tecnologia elettronica,260809267,USD,
PCYO,Pure Cycle Corporation,10.74,USD,Utenze,258733089.99999997,USD,
EGAN,eGain Corporation,9.4,USD,Servizi tecnologici,257429425.99999997,USD,
GWRS,"Global Water Resources, Inc.",8.92,USD,Utenze,256452367,USD,
LMNR,Limoneira Company,14.07,USD,Industrie di trasformazione,255102689,USD,
XPER,Xperi Inc,5.49,USD,Servizi tecnologici,254381270.99999997,USD,
LRMR,"Larimar Therapeutics, Inc.",2.97,USD,Tecnologia sanitaria,254203470,USD,
BLZE,"Backblaze, Inc. Class A",4.4,USD,Tecnologia elettronica,253880009,USD,
HNST,"Honest Company, Inc.",2.27,USD,Vendita al dettaglio,253764824.00000003,USD,
OSG,"Octave Specialty Group, Inc.",5.78,USD,Finanza,253233569,USD,
JAKK,"JAKKS Pacific, Inc.",22.47,USD,Beni di consumo durevoli,253226317,USD,
RCKY,"Rocky Brands, Inc.",33.75,USD,Beni di consumo non durevoli,252911941,USD,
REFI,"Chicago Atlantic Real Estate Finance, Inc.",11.95,USD,Finanza,251909232,USD,
TOI,"Oncology Institute, Inc.",2.56,USD,Servizi sanitari,251856224.99999997,USD,
FXNC,First National Corporation,27.71,USD,Finanza,249689744.99999997,USD,
PAMT,PAMT Corp,11.895,USD,Trasporti,248915014.00000003,USD,
PESI,"Perma-Fix Environmental Services, Inc.",13.42,USD,Servizi industriali,248507026.00000003,USD,
CFFI,C&F Financial Corporation,76.6,USD,Finanza,248048558.00000003,USD,
MYFW,"First Western Financial, Inc.",25.5,USD,Finanza,247725135.00000003,USD,
ATLO,Ames National Corporation,27.85,USD,Finanza,247646857.00000003,USD,
LCNB,LCNB Corp.,17.455,USD,Finanza,247627880,USD,
PLX,"Protalix Biotherapeutics, Inc.",3.06,USD,Tecnologia sanitaria,246088808,USD,
CNDT,"Conduent, Inc.",1.59,USD,Servizi commerciali,245987581,USD,
CMRC,"Commerce.com, Inc.",3.02,USD,Servizi tecnologici,245415297.00000003,USD,
CLW,Clearwater Paper Corporation,15.27,USD,Industrie di trasformazione,244907667,USD,
OABI,"OmniAb, Inc.",1.7,USD,Servizi commerciali,244724209.99999997,USD,
NKSH,"National Bankshares, Inc.",38.41,USD,Finanza,244518102.00000003,USD,
POWW,Outdoor Holding Company,2.08,USD,Tecnologia elettronica,243960527.00000003,USD,
CHRS,"Coherus Oncology, Inc.",1.63,USD,Tecnologia sanitaria,243637743.00000003,USD,
MFIN,Medallion Financial Corp.,10.39,USD,Finanza,241873349,USD,
HWBK,"Hawthorn Bancshares, Inc.",35,USD,Finanza,241417608.00000003,USD,
MASS,908 Devices Inc.,6.67,USD,Tecnologia sanitaria,241407164.99999997,USD,
EVI,"EVI Industries, Inc.",18.6,USD,Servizi di distribuzione,239235981,USD,
XRX,Xerox Holdings Corporation,1.86,USD,Tecnologia elettronica,239192182.00000003,USD,
MNTK,"Montauk Renewables, Inc.",1.68,USD,Industrie di trasformazione,238991092,USD,
BPRN,"Princeton Bancorp, Inc.",34.92,USD,Finanza,236159019,USD,
FUNC,First United Corporation,36.32,USD,Finanza,235967703,USD,
FCCO,First Community Corporation,30.62,USD,Finanza,235458435,USD,
SLP,"Simulations Plus, Inc.",11.66,USD,Servizi tecnologici,234909183.00000003,USD,
STRS,Stratus Properties Inc.,29.32,USD,Finanza,234405956,USD,
MKTW,"MarketWise, Inc. Class A",14.62,USD,Servizi tecnologici,234348084,USD,
AVR,Anteris Technologies Global Corp.,5.68,USD,Tecnologia sanitaria,234002195,USD,
FINW,FinWise Bancorp,17.14,USD,Finanza,232879813,USD,
FBYD,"Falcon's Beyond Global, Inc. Class A",4.23,USD,Servizi industriali,232470624,USD,
WALD,Waldencast plc Class A,1.8,USD,Beni di consumo non durevoli,231097948.99999997,USD,
MRBK,Meridian Corporation,20.06,USD,Finanza,231040162.00000003,USD,
FRAF,Franklin Financial Services Corporation,51.58,USD,Finanza,231028751.00000003,USD,
CBNA,"Chain Bridge Bancorp, Inc. Class A",35.6,USD,Finanza,230514157,USD,
SNFCA,Security National Financial Corporation Class A,8.9,USD,Finanza,230340584.00000003,USD,
TBCH,Turtle Beach Corporation,11.89,USD,Beni di consumo durevoli,229607964.99999997,USD,
OPRT,Oportun Financial Corp.,5.2,USD,Finanza,229470899,USD,
NXDT,NexPoint Diversified Real Estate Trust,4.68,USD,Finanza,229415504,USD,
MDWD,MediWound Ltd.,17.87,USD,Tecnologia sanitaria,229364785,USD,
III,"Information Services Group, Inc.",4.76,USD,Servizi commerciali,227928354,USD,
GENC,"Gencor Industries, Inc.",15.52,USD,Filiera di fabbricazione,227487530.99999997,USD,
ALTG,"Alta Equipment Group, Inc.",7.05,USD,Servizi di distribuzione,227258751,USD,
KINS,Kingstone Companies Incorporated,15.9,USD,Finanza,224944092.99999997,USD,
TSSI,"TSS, Inc.",7.79,USD,Servizi tecnologici,224702841,USD,
INSE,"Inspired Entertainment, Inc.",8.33,USD,Servizi tecnologici,224300796,USD,
NVCT,"Nuvectis Pharma, Inc.",8.46,USD,Tecnologia sanitaria,224119793,USD,
ATOM,Atomera Incorporated,7,USD,Servizi commerciali,221767238.99999997,USD,
VUZI,Vuzix Corporation,2.76,USD,Tecnologia elettronica,221149105.00000003,USD,
RMAX,"RE/MAX Holdings, Inc. Class A",6.75,USD,Finanza,220157700.00000003,USD,
KRMD,"KORU Medical Systems, Inc.",4.74,USD,Tecnologia sanitaria,219569373.00000003,USD,
CV,"CapsoVision, Inc.",4.68,USD,Tecnologia sanitaria,219226295.99999997,USD,
RGCO,"RGC Resources, Inc.",21.07,USD,Utenze,219011845.99999997,USD,
VABK,Virginia National Bankshares Corporation,40.53,USD,Finanza,218583932,USD,
HUMA,"Humacyte, Inc.",1.13,USD,Tecnologia sanitaria,218086068,USD,
ARCT,"Arcturus Therapeutics Holdings, Inc.",7.67,USD,Tecnologia sanitaria,217937529,USD,
ASUR,"Asure Software, Inc.",7.83,USD,Servizi tecnologici,217391162,USD,
UTMD,"Utah Medical Products, Inc.",67.82,USD,Tecnologia sanitaria,217273046,USD,
ALEC,"Alector, Inc.",1.99,USD,Tecnologia sanitaria,217211419.00000003,USD,
AIRJ,AirJoule Technologies Corporation Class A,3.24,USD,Filiera di fabbricazione,216540726.00000003,USD,
HRTX,Heron Therapeutics Inc,1.18,USD,Tecnologia sanitaria,216367762,USD,
PEBK,"Peoples Bancorp of North Carolina, Inc.",39.51,USD,Finanza,215702493,USD,
AOMR,"Angel Oak Mortgage REIT, Inc.",8.63,USD,Finanza,215008132,USD,
DH,Definitive Healthcare Corp. Class A,1.51,USD,Servizi tecnologici,213895179,USD,
IKT,"Inhibikase Therapeutics, Inc.",1.76,USD,Tecnologia sanitaria,213429996,USD,
FOA,"Finance of America Cos., Inc. Class A",20.93,USD,Finanza,212399175,USD,
SMHI,SEACOR Marine Holdings Inc.,7.79,USD,Trasporti,210145058.00000003,USD,
FLWS,"1-800-FLOWERS.COM, Inc. Class A",3.28,USD,Vendita al dettaglio,210135842.99999997,USD,
BHR,"Braemar Hotels & Resorts, Inc.",3.08,USD,Finanza,210115836,USD,
OPBK,OP Bancorp,14.09,USD,Finanza,209738309,USD,
KLTR,"Kaltura, Inc.",1.34,USD,Servizi tecnologici,209487768.99999997,USD,
SNWV,"Sanuwave Health, Inc.",24.25,USD,Tecnologia sanitaria,207971983,USD,
PAL,"Proficient Auto Logistics, Inc.",7.46,USD,Trasporti,207612071,USD,
EFSI,"Eagle Financial Services, Inc.",38.615,USD,Finanza,207607614,USD,
OVBC,Ohio Valley Banc Corp.,44.06,USD,Finanza,207566707,USD,
CFBK,CF Bankshares Inc,31.85,USD,Finanza,205234235,USD,
LAW,"CS Disco, Inc.",3.28,USD,Servizi tecnologici,204972421,USD,
MPAA,"Motorcar Parts of America, Inc.",10.64,USD,Filiera di fabbricazione,204404543.99999997,USD,
SNBR,Sleep Number Corporation,8.96,USD,Beni di consumo durevoli,204198409,USD,
DOUG,Douglas Elliman Inc.,2.29,USD,Finanza,203395436.99999997,USD,
ADV,Advantage Solutions Inc Class A,0.6199,USD,Servizi commerciali,203022012.99999997,USD,
QSI,Quantum-Si Incorporated Class A,0.9408,USD,Servizi tecnologici,202732684,USD,
RICK,"RCI Hospitality Holdings, Inc.",23.24,USD,Servizi al consumatore,202663509,USD,
NLOP,Net Lease Office Properties,13.65,USD,Finanza,202212125,USD,
ONEW,OneWater Marine Inc Class A,12.16,USD,Vendita al dettaglio,202019469,USD,
SWKH,SWK Holdings Corporation,16.7,USD,Finanza,202001644,USD,
ACH,Accendra Health Inc,2.61,USD,Tecnologia sanitaria,201874607,USD,
ZIP,"ZipRecruiter, Inc. Class A",2.35,USD,Servizi tecnologici,201065881,USD,
ELMD,"Electromed, Inc.",24.26,USD,Tecnologia sanitaria,200759104.00000003,USD,
OSUR,"OraSure Technologies, Inc.",2.75,USD,Tecnologia sanitaria,197267202,USD,
IMMR,Immersion Corporation,6.08,USD,Tecnologia elettronica,196970298.00000003,USD,
RELL,"Richardson Electronics, Ltd.",13.68,USD,Tecnologia elettronica,195823059,USD,
LOVE,Lovesac Company,13.36,USD,Beni di consumo durevoli,195284537,USD,
TCX,Tucows Inc.,17.57,USD,Servizi tecnologici,195095854,USD,
ESCA,"Escalade, Incorporated",14.105,USD,Beni di consumo durevoli,194701821,USD,
SEVN,Seven Hills Realty Trust,8.59,USD,Finanza,194107301,USD,
VYGR,"Voyager Therapeutics, Inc.",3.49,USD,Tecnologia sanitaria,194044300.99999997,USD,
INSG,Inseego Corp.,12.65,USD,Tecnologia elettronica,193892548,USD,
STXS,"Stereotaxis, Inc.",2.07,USD,Tecnologia sanitaria,193182264,USD,
MPTI,M-tron Industries Inc,65.91,USD,Tecnologia elettronica,193103005,USD,
UBFO,United Security Bancshares,10.96,USD,Finanza,192647805,USD,
FF,FutureFuel Corp.,4.33,USD,Industrie di trasformazione,189668033.00000003,USD,
CURI,CuriosityStream Inc Class A,3.25,USD,Servizi al consumatore,189470150,USD,
SAMG,Silvercrest Asset Management Group Inc. Class A,15.43,USD,Finanza,188839201,USD,
CRMT,"America's Car-Mart, Inc.",22.49,USD,Vendita al dettaglio,186550196,USD,
JELD,"JELD-WEN Holding, Inc.",2.17,USD,Minerali non energetici,185382478,USD,
CPSS,"Consumer Portfolio Services, Inc.",8.315,USD,Finanza,183520745,USD,
SMTI,"Sanara MedTech, Inc.",20.45,USD,Tecnologia sanitaria,182734203.00000003,USD,
AGL,agilon health inc,0.4376,USD,Servizi sanitari,181420904,USD,
CXDO,"Crexendo, Inc.",5.89,USD,Servizi tecnologici,181005872,USD,
PAYS,"PaySign, Inc.",3.28,USD,Servizi commerciali,180540661,USD,
RNAC,"Cartesian Therapeutics, Inc.",6.93,USD,Tecnologia sanitaria,180204977.00000003,USD,
NRDY,"Nerdy, Inc. Class A",0.9595,USD,Servizi tecnologici,179746620,USD,
TNXP,Tonix Pharmaceuticals Holding Corp.,14.04,USD,Tecnologia sanitaria,179544498,USD,
FCAP,"First Capital, Inc.",53.58,USD,Finanza,179365857,USD,
EBMT,"Eagle Bancorp Montana, Inc.",22.51,USD,Finanza,179003496.00000003,USD,
LUCD,Lucid Diagnostics Inc.,1.36,USD,Tecnologia sanitaria,178294329,USD,
CZWI,"Citizens Community Bancorp, Inc.",18.41,USD,Finanza,177835908,USD,
INBK,First Internet Bancorp,20.4,USD,Finanza,177604309.99999997,USD,
BOOM,DMC Global Inc.,8.55,USD,Servizi industriali,176048631,USD,
MNSB,"MainStreet Bancshares, Inc.",22.81,USD,Finanza,175764063.99999997,USD,
SMID,Smith-Midland Corporation,33.07,USD,Minerali non energetici,175423317.99999997,USD,
EDIT,"Editas Medicine, Inc.",1.79,USD,Tecnologia sanitaria,174737398.00000003,USD,
CBFV,"CB Financial Services, Inc.",34.73,USD,Finanza,174027959.00000003,USD,
BVFL,"BV Financial, Inc.",19.44,USD,Finanza,173092343.00000003,USD,
LPRO,Open Lending Corporation,1.46,USD,Servizi tecnologici,172556595,USD,
FC,Franklin Covey Co.,14.92,USD,Servizi commerciali,172364080,USD,
STRW,Strawberry Fields REIT Inc,13.03,USD,Finanza,170954825,USD,
ACU,Acme United Corporation,44.8,USD,Servizi di distribuzione,170541235,USD,
THRY,"Thryv Holdings, Inc.",3.9,USD,Servizi tecnologici,169949871,USD,
BRCC,BRC Inc Class A,0.6838,USD,Beni di consumo non durevoli,169949392.99999997,USD,
LARK,"Landmark Bancorp, Inc.",27.95,USD,Finanza,169774764.99999997,USD,
RBKB,"Rhinebeck Bancorp, Inc.",15.13,USD,Finanza,168634145.99999997,USD,
FATE,"Fate Therapeutics, Inc.",1.46,USD,Tecnologia sanitaria,168414344,USD,
SPWR,SunPower Inc.,1.48,USD,Servizi industriali,168127447,USD,
SGC,"Superior Group of Companies, Inc.",10.47,USD,Beni di consumo non durevoli,167193256,USD,
NKTX,"Nkarta, Inc.",2.33,USD,Tecnologia sanitaria,165498772,USD,
ELDN,"Eledon Pharmaceuticals, Inc.",2.19,USD,Tecnologia sanitaria,164435484,USD,
CMT,"Core Molding Technologies, Inc.",19.2,USD,Filiera di fabbricazione,164377978.99999997,USD,
HQI,"HireQuest, Inc.",11.58,USD,Servizi commerciali,163278003,USD,
DOMO,"Domo, Inc. Class B",3.9,USD,Servizi tecnologici,163014119,USD,
ACNT,Ascent Industries Co.,17.39,USD,Industrie di trasformazione,162854123,USD,
CVRX,"CVRx, Inc.",6.11,USD,Tecnologia sanitaria,160763924,USD,
UIS,Unisys Corporation,2.24,USD,Servizi tecnologici,159725679,USD,
TRAK,"ReposiTrak, Inc.",8.76,USD,Servizi tecnologici,159461885.00000003,USD,
FNWD,Finward Bancorp,36.76,USD,Finanza,159060518.00000003,USD,
AREN,"Arena Group Holdings, Inc.",3.35,USD,Servizi tecnologici,159010263,USD,
MDV,Modiv Industrial Inc. Class C,15.4,USD,Finanza,158234946,USD,
HNVR,Hanover Bancorp Inc,21.87,USD,Finanza,157297575,USD,
INGN,"Inogen, Inc.",5.79,USD,Tecnologia sanitaria,157189717,USD,
SLQT,SelectQuote Inc,0.89,USD,Finanza,156897793.00000003,USD,
ECBK,"ECB Bancorp, Inc.",17.77,USD,Finanza,156320727,USD,
WHG,"Westwood Holdings Group, Inc.",16.6,USD,Finanza,156174956,USD,
EPM,Evolution Petroleum Corporation,4.43,USD,Minerali energetici,155067028,USD,
NNOX,NANO-X IMAGING LTD,2.43,USD,Tecnologia sanitaria,154941666.99999997,USD,
STRZ,Starz Entertainment Corp,9.22,USD,Servizi al consumatore,154260255,USD,
GAMB,Gambling.com Group Ltd,4.33,USD,Servizi commerciali,154161651,USD,
ANIK,"Anika Therapeutics, Inc.",10.63,USD,Tecnologia sanitaria,153297558.00000003,USD,
OPRX,OptimizeRx Corporation,8.2,USD,Servizi tecnologici,152853340,USD,
BZAI,"Blaize Holdings, Inc.",1.245,USD,Tecnologia elettronica,151943620.00000003,USD,
AVD,American Vanguard Corporation,5.31,USD,Industrie di trasformazione,151165830,USD,
EPSN,Epsilon Energy Ltd.,4.99,USD,Minerali energetici,149168212,USD,
ARQ,"Arq, Inc.",3.46,USD,Industrie di trasformazione,147720833,USD,
RMBI,"Richmond Mutual Bancorporation, Inc.",14.11,USD,Finanza,147449588.00000003,USD,
BCBP,"BCB Bancorp, Inc.",8.53,USD,Finanza,146956582,USD,
RCEL,AVITA Medical Inc,4.79,USD,Tecnologia sanitaria,146726292,USD,
PNBK,"Patriot National Bancorp, Inc.",1.26,USD,Finanza,144888675,USD,
FTLF,"FitLife Brands, Inc.",15.34,USD,Tecnologia sanitaria,144059050,USD,
LNSR,LENSAR Inc,11.69,USD,Tecnologia sanitaria,139631735,USD,
KGEI,Kolibri Global Energy Inc,3.94,USD,Minerali energetici,139307599.67790264,USD,
JYNT,Joint Corp.,9.36,USD,Servizi sanitari,139147560,USD,
BARK,"BARK, Inc. Class A",0.8023,USD,Industrie di trasformazione,138664249.00000003,USD,
RCMT,"RCM Technologies, Inc.",18.59,USD,Servizi commerciali,137761374,USD,
PMTS,"CPI Card Group, Inc.",12,USD,Finanza,136650455,USD,
SBFG,SB Financial Group Inc,21.66,USD,Finanza,136426089,USD,
LFMD,"LifeMD, Inc.",2.82,USD,Servizi sanitari,135743199,USD,
KULR,KULR Technology Group Inc,2.97,USD,Filiera di fabbricazione,135653038,USD,
ACR,ACRES Commercial Realty Corp.,18.58,USD,Finanza,135367939,USD,
BEEP,Mobile Infrastructure Corp,3.2,USD,Finanza,135360000.00000003,USD,
ISPR,"Ispire Technology, Inc.",2.27,USD,Filiera di fabbricazione,130047989.00000001,USD,
BSET,"Bassett Furniture Industries, Inc.",14.95,USD,Beni di consumo durevoli,129382833.99999999,USD,
CLAR,Clarus Corporation,3.36,USD,Beni di consumo durevoli,129030127.99999999,USD,
FRD,"Friedman Industries, Incorporated",18.05,USD,Minerali non energetici,128374882.00000003,USD,
SRBK,"SR Bancorp, Inc.",16.88,USD,Finanza,127863189,USD,
PDEX,"Pro-Dex, Inc.",39.52,USD,Tecnologia sanitaria,126700531,USD,
HCAT,"Health Catalyst, Inc.",1.79,USD,Servizi tecnologici,126608273.99999999,USD,
SUNS,"Sunrise Realty Trust, Inc.",9.37,USD,Finanza,125754639,USD,
RGP,"Resources Connection, Inc.",3.72,USD,Servizi commerciali,124628004.00000001,USD,
ZVIA,Zevia PBC Class A,1.66,USD,Beni di consumo non durevoli,124506622,USD,
COOK,"Traeger, Inc.",0.9,USD,Beni di consumo durevoli,123323672.00000001,USD,
EXFY,"Expensify, Inc. Class A",1.3,USD,Servizi tecnologici,120950585,USD,
TMCI,"Treace Medical Concepts, Inc.",1.89,USD,Tecnologia sanitaria,120427160,USD,
SKIN,Beauty Health Company Class A,0.94,USD,Tecnologia sanitaria,119852875.99999999,USD,
AOUT,"American Outdoor Brands, Inc.",9.39,USD,Beni di consumo durevoli,118192981,USD,
AIRS,"Airsculpt Technologies, Inc.",1.88,USD,Tecnologia sanitaria,117380943.00000001,USD,
MED,"Medifast, Inc.",10.63,USD,Servizi commerciali,116837243,USD,
FORR,"Forrester Research, Inc.",6.14,USD,Servizi commerciali,116678418.99999999,USD,
UNB,"Union Bankshares, Inc.",24.64,USD,Finanza,112910892.99999999,USD,
EML,Eastern Company,18.605,USD,Beni di consumo durevoli,112907226,USD,
RVSB,"Riverview Bancorp, Inc.",5.42,USD,Finanza,112253086,USD,
PROP,Prairie Operating Co.,1.88,USD,Minerali energetici,112135627,USD,
SFBC,"Sound Financial Bancorp, Inc.",43.56,USD,Finanza,111777975,USD,
RPT,Rithm Property Trust Inc,14.75,USD,Finanza,111676823,USD,
TBI,"TrueBlue, Inc.",3.71,USD,Servizi commerciali,111532400,USD,
TTEC,"TTEC Holdings, Inc.",2.28,USD,Servizi tecnologici,110693231,USD,
SEAT,Vivid Seats Inc. Class A,7.59,USD,Servizi al consumatore,110332539,USD,
TKNO,"Alpha Teknova, Inc.",2.06,USD,Tecnologia sanitaria,110270097,USD,
SVCO,"Silvaco Group, Inc.",3.55,USD,Servizi tecnologici,109361860,USD,
CURV,"Torrid Holdings, Inc.",1.1,USD,Vendita al dettaglio,109116641.99999999,USD,
TUSK,"Mammoth Energy Services, Inc.",2.26,USD,Servizi industriali,108918518.00000001,USD,
CRDF,"Cardiff Oncology, Inc.",1.61,USD,Tecnologia sanitaria,108450511.00000001,USD,
EP,Empire Petroleum Corporation,2.89,USD,Minerali energetici,106475067.99999999,USD,
CDXS,"Codexis, Inc.",1.17,USD,Industrie di trasformazione,105679528,USD,
DMRC,Digimarc Corporation,4.85,USD,Servizi tecnologici,105521382.99999999,USD,
MAPS,"WM Technology, Inc. Class A",0.6709,USD,Servizi tecnologici,105476665,USD,
KRRO,"Korro Bio, Inc.",11.11,USD,Tecnologia sanitaria,104626138.99999999,USD,
ATYR,"aTyr Pharma, Inc.",1.04,USD,Tecnologia sanitaria,101906094.99999999,USD,
KG,Kestrel Group Ltd,12.99,USD,Finanza,100567836,USD,
VIRC,Virco Mfg. Corporation,6.18,USD,Filiera di fabbricazione,97403848,USD,
SSTI,"SoundThinking, Inc.",7.61,USD,Servizi tecnologici,96635229,USD,
ACTU,"Actuate Therapeutics, Inc.",4.13,USD,Tecnologia sanitaria,95994947.99999999,USD,
BTMD,biote Corp. Class A,2.1,USD,Servizi sanitari,95891517,USD,
LAKE,"Lakeland Industries, Inc.",9.56,USD,Beni di consumo non durevoli,93746583,USD,
FFAI,"Faraday Future Intelligent Electric, Inc.",0.4472,USD,Beni di consumo durevoli,91847494,USD,
CSPI,CSP Inc.,9.11,USD,Servizi tecnologici,90307680,USD,
NXXT,"NextNRG, Inc.",0.671,USD,Servizi tecnologici,90186656,USD,
